"hotelid","cityid","starclass","nbrooms","amenities","reviews","pageurl","rank","prices","direction","lat","lon","partition_0","process_date"
"5552518","303631","4,5","6","Internet de alta velocidad gratuito (WiFi),Bar/Salón,Tenis de mesa,Juegos de mesa/Rompecabezas,Solo para adultos,Terraza en la azotea,Recepción disponible las 24 horas,Servicio de lavandería,Internet gratuito,Wifi,Internet,Desayuno disponible,Consola de videojuegos,Instalaciones para hacer parrillas,Almacenamiento de equipaje,Minimercado,Hotel para no fumadores,Cocina compartida,Sala de estar o con TV compartida,Reposeras/Sillas playeras,Terraza solárium,Lavandería de autoservicio,Aire acondicionado,Servicio de limpieza,Camas extralargas,Bañera/Ducha,Suites,Habitaciones para familias","166 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d5552518-Reviews-Viva_Hostel_Design-Sao_Paulo_State_of_Sao_Paulo.html","N.º 11","$29.677,$15.146,$29.605","Rua Girassol 1262, São Paulo, Estado de Sao Paulo 05433-002 Brasil, Sao paulo","-23.54837925950717","-46.69303204579033","Sao_paulo","2020-01-13"
"306518","303631","4,5","467","Estacionamiento,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Internet gratuito,Wifi,Wifi público,Internet,Bañera de hidromasaje,Piscina para adultos,Piscina cubierta,Piscina al aire libre,Piscina climatizada,Sauna,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Bar junto a la piscina,Servicio de traslado en autobús,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Spa,Masaje en pareja,Masaje de pies,Masaje de cuerpo completo,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Servicio de mayordomo,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Minibar,Refrigerador,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","4.668 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d306518-Reviews-Grand_Hyatt_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html","N.º 8","$163.615,$163.685,$163.400","Avenida das Nacoes Unidas 13301 Brooklin, São Paulo, Estado de Sao Paulo 04578-000 Brasil, Sao paulo","-23.60614569992506","-46.69702991558525","Sao_paulo","2020-01-13"
"302004","303631","4,5","84","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Spa,Garaje de estacionamientos,Estacionamiento,Internet gratuito,Wifi,Wifi público,Internet,Bañera de hidromasaje,Piscina en la terraza,Piscina para adultos,Piscina cubierta,Piscina climatizada,Sauna,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Masaje de pies,Masaje de cuerpo completo,Masaje,Masaje de cuello,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Periódico,Hotel para no fumadores,Sala de estar o con TV compartida,Servicio de mayordomo,Portero,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Servicio de limpieza,Balcón privado,Servicio a la habitación,Caja fuerte,TV pantalla plana,Habitaciones para no fumadores,Suites","1.288 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d302004-Reviews-L_Hotel_PortoBay_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html","N.º 16","N,A","Alameda Campinas 266 Jardim Paulista, São Paulo, Estado de Sao Paulo 01404-000 Brasil, Sao paulo","-23.564352730221042","-46.65175973703036","Sao_paulo","2020-01-13"
"305460","303631","4,0","256","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Cadenas de televisión para niños,Instalaciones para conferencias,Salón de banquetes,Estacionamiento privado pagado en el predio,Garaje de estacionamientos,Estacionamiento vigilado,Estacionamiento,Internet gratuito,Wifi,Internet,Toallas para la piscina/playa,Piscina con vista,Piscina para adultos,Piscina cubierta,Sauna,Cafetería,Restaurante,Desayuno tipo bufé,Bufé apto para niños,Vino/Champagne,Salas de reuniones,Masaje,Conserje,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Teléfono,Instalaciones de habitación VIP,Minibar,TV pantalla plana,Suite nupcial,Habitaciones para familias","1.704 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d305460-Reviews-Blue_Tree_Premium_Paulista-Sao_Paulo_State_of_Sao_Paulo.html","N.º 30","$66.983,$67.042,$65.557","Rua Peixoto Gomide 707, São Paulo, Estado de Sao Paulo 01409-001 Brasil, Sao paulo","-23.560069295314182","-46.65622970468583","Sao_paulo","2020-01-13"
"324517","303631","4,5","195","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Garaje de estacionamientos,Estacionamiento,Internet gratuito,Wifi,Internet,Piscina al aire libre,Cafetería,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Bar junto a la piscina,Salón de banquetes,Salas de reuniones,Almacenamiento de equipaje,Conserje,Portero,Recepción disponible las 24 horas,Check-in y check-out exprés,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Balcón privado,Servicio a la habitación,Caja fuerte,Minibar,Refrigerador,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","1.965 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d324517-Reviews-InterContinental_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html","N.º 7","N,A","Alameda Santos 1123, São Paulo, Estado de Sao Paulo 01419-002 Brasil, Sao paulo","-23.56545102276526","-46.65377708327078","Sao_paulo","2020-01-13"
"302706","303631","4,0","148","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Almacenamiento de equipaje,Estacionamiento privado pagado en el predio,Estacionamiento,Internet gratuito,Wifi,Wifi público,Internet,Piscina cubierta,Piscina climatizada,Sauna,Cafetería,Restaurante,Desayuno disponible,Desayuno tipo bufé,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Conserje,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Balcón privado,Servicio a la habitación,Caja fuerte,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","1.597 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d302706-Reviews-Hotel_Intercity_Paulista-Sao_Paulo_State_of_Sao_Paulo.html","N.º 52","N,A","Rua Haddock Lobo 294 Consolacao, São Paulo, Estado de Sao Paulo 01414-000 Brasil, Sao paulo","-23.555902034133563","-46.659547340556244","Sao_paulo","2020-01-13"
"300656","303631","4,0","347","Garaje de estacionamientos,Internet gratuito,Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Solárium,Estacionamiento,Wifi,Wifi con cargo adicional,Internet,Piscina en la terraza,Piscina para adultos,Piscina cubierta,Piscina al aire libre,Piscina climatizada,Sauna,Bar/Salón,Restaurante,Desayuno disponible,Desayuno tipo bufé,Bufé apto para niños,Salón de banquetes,Salas de reuniones,Terraza en la azotea,Conserje,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Lavandería de autoservicio,Servicio de limpieza,Balcón privado,Servicio a la habitación,Caja fuerte,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","1.782 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d300656-Reviews-Blue_Tree_Premium_Faria_Lima-Sao_Paulo_State_of_Sao_Paulo.html","N.º 39","$84.719,$80.495,$84.794","Avenida Brigadeiro Faria Lima 3989, São Paulo, Estado de Sao Paulo 04538-133 Brasil, Sao paulo","-23.591049859057488","-46.68104232912639","Sao_paulo","2020-01-13"
"302697","303631","4,5","217","Garaje de estacionamientos,Internet gratuito,Piscina,Sauna,Bar/Salón,Se admiten mascotas (Se aceptan perros / mascotas),Transporte al aeropuerto,Centro de negocios con acceso a Internet,Estacionamiento,Wifi,Wifi público,Wifi con cargo adicional,Internet,Piscina para adultos,Piscina al aire libre,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Bufé apto para niños,Bar en la piscina,Bar junto a la piscina,Bar en la terraza,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Spa,Masaje en pareja,Masaje,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Cambio de divisas,Periódico,Servicio de mayordomo,Portero,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitación libre de alérgenos,Aire acondicionado,Servicio a la habitación,Caja fuerte,Caja de seguridad para computadora portátil,Minibar,Refrigerador,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","2.521 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d302697-Reviews-Tivoli_Mofarrej_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html","N.º 4","$181.986,$169.939,$159.837","Alameda Santos, 1437 Cerqueira César, São Paulo, Estado de Sao Paulo 01419-001 Brasil, Sao paulo","-23.56139215045983","-46.6586116810398","Sao_paulo","2020-01-13"
"307486","303631","4,5","205","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Entretenimiento nocturno,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Estacionamiento privado pagado en el predio,Estacionamiento,Internet gratuito,Wifi,Wifi con cargo adicional,Internet,Piscina cubierta,Sauna,Bar/Salón,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Bufé apto para niños,Salón de banquetes,Salas de reuniones,Almacenamiento de equipaje,Conserje,Hotel para no fumadores,Portero,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Balcón privado,Servicio a la habitación,Caja fuerte,Instalaciones de habitación VIP,Minibar,TV pantalla plana,Habitaciones para no fumadores,Habitaciones para familias","1.044 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d307486-Reviews-Gran_Estanplaza_Berrini-Sao_Paulo_State_of_Sao_Paulo.html","N.º 15","N,A","Rua Arizona 1517, São Paulo, Estado de Sao Paulo 04567-003 Brasil, Sao paulo","-23.609964614490146","-46.695686510964265","Sao_paulo","2020-01-13"
"319937","303631","4,5","83","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Solárium,Estacionamiento,Internet gratuito,Wifi,Wifi público,Internet,Piscina cubierta,Piscina al aire libre,Sauna,Bar/Salón,Restaurante,Desayuno disponible,Desayuno tipo bufé,Salón de banquetes,Salas de reuniones,Conserje,Hotel para no fumadores,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Lavandería de autoservicio,Aire acondicionado,Servicio de limpieza,Balcón privado,Servicio a la habitación,Minibar,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","1.306 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d319937-Reviews-Clarion_Faria_Lima-Sao_Paulo_State_of_Sao_Paulo.html","N.º 18","N,A","Rua Jeronimo da Veiga 248, São Paulo, Estado de Sao Paulo 04536-001 Brasil, Sao paulo","-23.58148918122806","-46.68138705620634","Sao_paulo","2020-01-13"
"306521","303631","4,0","296","Estacionamiento,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Internet gratuito,Wifi,Wifi público,Internet,Piscina al aire libre,Restaurante,Desayuno disponible,Desayuno tipo bufé,Bar junto a la piscina,Servicio de traslado en autobús,Salón de banquetes,Salas de reuniones,Spa,Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio a la habitación,Caja fuerte,Minibar,Refrigerador,TV pantalla plana,Habitaciones para no fumadores,Suites,Habitaciones para familias","1.359 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d306521-Reviews-Sheraton_Sao_Paulo_WTC_Hotel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 62","N,A","Avenida das Nacoes Unidas 12559 Brooklin Novo, São Paulo, Estado de Sao Paulo 04578-000 Brasil, Sao paulo","-23.608386825444306","-46.69741273023213","Sao_paulo","2020-01-13"
"299097","303631","4,0","216","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Transporte al aeropuerto,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Garaje de estacionamientos,Estacionamiento vigilado,Estacionamiento,Internet gratuito,Wifi,Wifi público,Internet,Piscina al aire libre,Desayuno disponible,Desayuno tipo bufé,Comidas para niños,Salón de banquetes,Salas de reuniones,Minimercado,Hotel para no fumadores,Muebles de exterior,Tiendas,Cajero automático en el lugar,Recepción disponible las 24 horas,Check-in y check-out exprés,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Aire acondicionado,Servicio de limpieza,Servicio a la habitación,Caja fuerte,Botellas de agua,Kitchenette,Microondas,TV pantalla plana,Minibar,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias","691 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d299097-Reviews-Staybridge_Suites_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html","N.º 42","$83.398,$81.641,$83.483","Rua Bandeira Paulista No 555 Próximo ao Kinoplex Itaim Bibi, São Paulo, Estado de Sao Paulo 04532-011 Brasil, Sao paulo","-23.583739295862433","-46.67589173506847","Sao_paulo","2020-01-13"
"307523","303631","4,0","162","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Entretenimiento nocturno,Cadenas de televisión para niños,Centro de negocios con acceso a Internet,Estacionamiento privado pagado en el predio,Garaje de estacionamientos,Estacionamiento,Internet gratuito,Wifi,Wifi con cargo adicional,Internet,Sauna,Bar/Salón,Restaurante,Desayuno disponible,Desayuno tipo bufé,Instalaciones para conferencias,Salón de banquetes,Salas de reuniones,Spa,Sala de vapor,Almacenamiento de equipaje,Conserje,Periódico,Hotel para no fumadores,Portero,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitaciones para no fumadores,Suites,Habitaciones para familias,Aire acondicionado,Servicio de limpieza,Balcón privado,Minibar,TV pantalla plana,Servicio a la habitación,Caja fuerte","892 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d307523-Reviews-Estanplaza_Funchal_Faria_Lima-Sao_Paulo_State_of_Sao_Paulo.html","N.º 34","$66.039,$66.098,$60.372","Rua Funchal 281 Vila Olimpia, São Paulo, Estado de Sao Paulo 04551-060 Brasil, Sao paulo","-23.593484849298815","-46.68928439021305","Sao_paulo","2020-01-13"
"301966","303631","4,0","96","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Centro de negocios con acceso a Internet,Instalaciones para conferencias,Solárium,Estacionamiento privado pagado en el predio,Internet gratuito,Wifi,Wifi público,Internet,Piscina en la terraza,Piscina al aire libre,Sauna,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Menús para dietas especiales,Salón de banquetes,Salas de reuniones,Fax/Fotocopiadora,Terraza en la azotea,Almacenamiento de equipaje,Conserje,Periódico,Terraza solárium,Recepción disponible las 24 horas,Limpieza en seco,Servicio de lavandería,Servicio de planchado,Habitación libre de alérgenos,Habitaciones insonorizadas,Servicio de limpieza,Servicio a la habitación,Caja fuerte,TV pantalla plana,Suite nupcial,Habitaciones para no fumadores,Suites","333 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d301966-Reviews-Golden_Tower_Hotel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 40","$62.454,$62.510,$52.291","Rua Deputado Lacerda Franco 148 Pinheiros, São Paulo, Estado de Sao Paulo 05418-000 Brasil, Sao paulo","-23.56360720226025","-46.69018272457209","Sao_paulo","2020-01-13"
"504607","303631","4,5","66","Estacionamiento gratis,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Restaurante,Se admiten mascotas (Se aceptan perros / mascotas),Servicio de traslado en autobús,Centro de negocios con acceso a Internet,Estacionamiento,Internet gratuito,Wifi,Internet,Piscina en la terraza,Piscina al aire libre,Sauna,Desayuno tipo bufé,Desayuno en la habitación,Instalaciones para conferencias,Salas de reuniones,Masaje,Almacenamiento de equipaje,Conserje,Periódico,Terraza solárium,Recepción disponible las 24 horas,Servicio de lavandería,Lavandería de autoservicio,Batas de baño,Balcón privado,Servicio a la habitación,Caja fuerte,Sala de estar,Utensilios de cocina,TV pantalla plana,Bañera con hidromasaje,Sofá,Teléfono,Caja de seguridad para computadora portátil,Bañera/Ducha,Productos de tocador de cortesía,Secador de pelo,Suites,Habitaciones para familias","185 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d504607-Reviews-George_V_Casa_Branca_Hotel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 31","$144.720,$144.737,$144.849","Alameda Casa Branca 909 Jardim Paulista, São Paulo, Estado de Sao Paulo 01408-001 Brasil, Sao paulo","-23.56801055398463","-46.661900558283804","Sao_paulo","2020-01-13"
"1201806","303631","4,5","7","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Bar/Salón,Desayuno disponible,Desayuno tipo bufé,Conserje,Servicio de lavandería,Wifi público,Internet,Habitaciones para no fumadores,Suites","265 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d1201806-Reviews-Sampa_Hostel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 10","N,A","Rua Girassol 519 Via Madalena, São Paulo, Estado de Sao Paulo 05433-001 Brasil, Sao paulo","-23.554253891482468","-46.69007362254023","Sao_paulo","2020-01-13"
"6901822","303631","4,5","21","Estacionamiento público gratuito cercano,Internet de alta velocidad gratuito (WiFi),Bar/Salón,Alquiler de bicicletas,Tours a pie,Piscina para niños,Instalaciones para conferencias,Salas de reuniones,Estacionamiento vigilado,Estacionamiento,Internet gratuito,Wifi,Wifi público,Internet,Restaurante,Desayuno disponible,Desayuno tipo bufé,Happy Hour,Bar junto a la piscina,Juegos de mesa/Rompecabezas,Solárium,Almacenamiento de equipaje,Conserje,Minimercado,Cambio de divisas,Cocina compartida,Terraza solárium,Kit de primeros auxilios,Check-in las 24 horas,Recepción disponible las 24 horas,Servicio de lavandería,Escritorio,Comedor,Servicio de limpieza,Sala de estar,Comedor separado,Microondas,Cocina,TV por cable/satélite,Sala de estar separada,Sofá,Teléfono,Guardarropa/Ropero,Botellas de agua,Plancha,Baños privados,Utensilios de cocina,Vista a la ciudad,Vista a un lugar de interés,Habitaciones para no fumadores,Suites,Habitaciones para familias","274 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d6901822-Reviews-Aki_Hostel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 17","$11.359,$17.087,$10.765","Rua do Paraiso, 769, São Paulo, Estado de Sao Paulo 04103-001 Brasil, Sao paulo","-23.575077","-46.63485224999998","Sao_paulo","2020-01-13"
"1075750","303631","4,5","20","Internet de alta velocidad gratuito (WiFi),Bar/Salón,Sala de juegos,Entretenimiento nocturno,Solárium,Almacenamiento de equipaje,Conserje,Recepción disponible las 24 horas,Internet gratuito,Wifi,Internet,Desayuno disponible,Bar de aperitivos,Bar en la terraza,Juegos de mesa/Rompecabezas,Cambio de divisas,Sala de estar o con TV compartida,Terraza solárium,Aire acondicionado,Servicio de limpieza,Caja fuerte,Suites","897 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d1075750-Reviews-O_de_Casa_Hostel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 1","N,A","Rua Inacio Pereira da Rocha 385, São Paulo, Estado de Sao Paulo 05432-011 Brasil, Sao paulo","-23.560578293092483","-46.69038798389983","Sao_paulo","2020-01-13"
"8571774","303631","5,0","6","Estacionamiento privado pagado cercano,Internet de alta velocidad gratuito (WiFi),Desayuno gratis,Se admiten mascotas (Se aceptan perros / mascotas),Salas de reuniones,Fax/Fotocopiadora,Almacenamiento de equipaje,Hotel para no fumadores,Internet gratuito,Wifi,Internet,Bar/Salón,Desayuno disponible,Desayuno en la habitación,Servicio de lavandería,Escritorio,Servicio de limpieza,Caja fuerte,Estante para la ropa,Plancha,Caja de seguridad para computadora portátil,Bañera/Ducha,Productos de tocador de cortesía,Servicio de despertador/Reloj despertador,Secador de pelo,Habitaciones para no fumadores,Suites,Habitaciones para familias","85 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d8571774-Reviews-Pousada_Zilah-Sao_Paulo_State_of_Sao_Paulo.html","N.º 1","$83.634,$83.646,$83.435","Rua Minas Gerais 112, São Paulo, Estado de Sao Paulo 01244-010 Brasil, Sao paulo","-23.55343982708182","-46.66309153817292","Sao_paulo","2020-01-13"
"4555868","303631","4,5","20","Internet de alta velocidad gratuito (WiFi),Desayuno disponible,Sala de juegos,Centro de negocios con acceso a Internet,Almacenamiento de equipaje,Baño compartido,Recepción disponible las 24 horas,Servicio de lavandería,Internet gratuito,Wifi,Wifi público,Internet,Desayuno tipo bufé,Comidas para niños,Cocina compartida,Sala de estar o con TV compartida,Aire acondicionado,Servicio de limpieza,Productos de tocador de cortesía,Habitaciones para no fumadores,Suites,Habitaciones para familias","791 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d4555868-Reviews-Anhembi_Hostel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 6","N,A","Rua Felipe Gadelha 125 Próximo ao Anhembi Parque e Expo Center Norte, São Paulo, Estado de Sao Paulo 02012-120 Brasil, Sao paulo","-23.507021419931878","-46.62740999125742","Sao_paulo","2020-01-13"
"6548754","303631","4,5","4","Internet de alta velocidad gratuito (WiFi),Bar/Salón,Entretenimiento nocturno,Fax/Fotocopiadora,Instalaciones para hacer parrillas,Cocina compartida,Recepción disponible las 24 horas,Servicio de lavandería,Internet gratuito,Wifi,Internet,Bar de aperitivos,Sala de estar o con TV compartida","185 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d6548754-Reviews-Did_s_Hostel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 19","N,A","Alameda Campinas 1029, São Paulo, Estado de Sao Paulo 01404-001 Brasil, Sao paulo","-23.56948393450283","-46.65662881112588","Sao_paulo","2020-01-13"
"4976432","303631","5,0","5","Internet de alta velocidad gratuito (WiFi),Internet gratuito,Wifi,Internet,Bar/Salón,Servicio de traslado en autobús,Suites","214 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d4976432-Reviews-O_Riley_s_Perdizes_Hostel-Sao_Paulo_State_of_Sao_Paulo.html","N.º 5","N,A","Rua Doutor Franco da Rocha no 134, São Paulo, Estado de Sao Paulo 05015-040 Brasil, Sao paulo","-23.533943322782644","-46.670850581049066","Sao_paulo","2020-01-13"
"490948","303631","4,5","114","Estacionamiento privado pagado en el predio,Internet de alta velocidad gratuito (WiFi),Piscina,Gimnasio / Sala de entrenamiento,Bar/Salón,Alquiler de bicicletas,Se admiten mascotas (Se aceptan perros / mascotas),Alquiler de autos,Estacionamiento,Internet gratuito,Wifi,Wifi público,Internet,Piscina al aire libre,Sauna,Restaurante,Desayuno disponible,Desayuno tipo bufé,Desayuno en la habitación,Instalaciones para conferencias,Salas de reuniones,Conserje,Hotel para no fumadores,Limpieza en seco,Servicio de lavandería,Lavandería de autoservicio,Aire acondicionado,Servicio de limpieza,Kitchenette,Microondas,Minibar,Refrigerador,TV pantalla plana,Suite nupcial,Habitaciones para no fumadores,Suites,Habitaciones para familias","373 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d490948-Reviews-Marriott_Executive_Apartments_Sao_Paulo-Sao_Paulo_State_of_Sao_Paulo.html","N.º 19","$124.613,$117.028,$116.229","Rua Professor Filadelfo Azevedo 717 Vila Nova Conceicao, São Paulo, Estado de Sao Paulo 04508-011 Brasil, Sao paulo","-23.58778443381034","-46.67118133389115","Sao_paulo","2020-01-13"
"5269975","303631","4,5","16","Estacionamiento gratis,Internet,Piscina,Gimnasio / Sala de entrenamiento,Desayuno gratis,Sala de juegos,Billar,Actividades infantiles (Ideal para niños / familias),Estacionamiento vigilado,Bañera de hidromasaje,Piscina cubierta,Piscina al aire libre,Piscina climatizada,Sauna,Bar/Salón,Restaurante,Pesca,Tenis de mesa,Hotel para no fumadores,Sala de estar o con TV compartida,Servicio de lavandería,Caja fuerte,Minibar,Refrigerador,TV pantalla plana,Bañera/Ducha,Habitaciones para no fumadores,Suites,Habitaciones para familias","145 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d5269975-Reviews-Pousada_Bezerra-Sao_Paulo_State_of_Sao_Paulo.html","N.º 2","$94.740,$85.469,$99.625","Estrada Quatro Cantos sn, São Paulo, Estado de Sao Paulo 12960-000 Brasil, Sao paulo","-23.200958999999948","-46.36449799999997","Sao_paulo","2020-01-13"
"10126749","303631","4,0","166","Estacionamiento con servicio de valet,Internet de alta velocidad gratuito (WiFi),Desayuno disponible,Fax/Fotocopiadora,Seguridad las 24 horas,Almacenamiento de equipaje,Recepción disponible las 24 horas,Servicio de planchado,Estacionamiento privado pagado en el predio,Estacionamiento,Wifi,Wifi gratuito en el centro de negocios,Desayuno tipo bufé,Minimercado,Hotel para no fumadores,Cortinas blackout,Habitaciones insonorizadas,Aire acondicionado,Escritorio,Servicio de limpieza,Estante para la ropa,TV por cable/satélite,TV pantalla plana,Baños privados,Vista a la ciudad,Habitaciones para no fumadores,Habitaciones para familias","517 opiniones","https://www.tripadvisor.cl/Hotel_Review-g303631-d10126749-Reviews-Ibis_Budget_SP_Frei_Caneca-Sao_Paulo_State_of_Sao_Paulo.html","N.º 107","$43.247,$36.672,$43.475","Rua Frei Caneca 826, São Paulo, Estado de Sao Paulo 01307-000 Brasil, Sao paulo","-23.554616572868586","-46.65499624435581","Sao_paulo","2020-01-13"
